,Condition,Recommendation,Rationale,ExStandardized
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",DIMENHYDRINATE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",TRIFLUOPERAZINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",DIPHENHYDRAMINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",DOXYLAMINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",HYDROXYZINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",ATROPINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",MECLIZINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",METHYLSCOPOLAMINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",DICYCLOMINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",HOMATROPINE METHYLBROMIDE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",HYOSCYAMINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",CYCLOBENZAPRINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",METHYLSCOPOLAMINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",ORPHENADRINE
0,Delirium,Avoid,"Avoid in older adults with or at high risk of delirium because of potential of inducing or worsening delirium.
Avoid antipsychotics for behavioral problems of dementia and/or delirium unless nonpharmacological options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. Antipsychotics are associated with greater risk of cerebrovascular accident (stroke) and mortality in persons with dementia.",PROPANTHELINE
